id,salary
3212,"60,000-70,000"
3213,negotiable 
3214,85.000 €
3215,> 80.000
3216,xxx
3217,tbd
3218,"75,000€"
3219,"55,000€ - 85,000€"
3220,60.000 - 70.000
3221,"65,000-85,000"
3222,65.000
3223,>56.000€
3224,70.000 - 90.000
3225,65.000 
3226,€
3227,80000-100000
3228,58.000 - 74.000
3229,€65.000-85.000
3230,60.000
3231,negotiable
3232,60-70k
3233,75000 - 120000
3234,75.000 - 90.000€
3235,€75.000 - €85.000
3236,"40,000 - 60,000"
3237,80000
3238,ab 75.000€
3239,1-99999
3240,50000
3241,"55,000 - 65,000"
3242,"65,000-80,000"
3243,50.000 - 60.000
3244,> 65 K
3245,50.000€
3246,"€60,000 - €80,000"
3247,TBD
3248,"40,000€+"
3249,"€90,000 - €95,000"
3250,75000-120000
3251,58.000
3252,tbd
3253,50000 - 65000
3254,"65,000-77,0000"
3255,60.000+
3256,to be discussed
3257,55000 negotiable
3258,decided every time
3259,"60,000-80,000"
3260,60
3261,"30,000 - 60,000 €"
3262,80000
3263,55.000 - 65.000
3264, 90k-140k USD
3265,"25,000€"
3266,75000
3267,75000 - 120000
3268,"54,000"
3269,"60,000 - 70,000"
3270,65000
3271,80.000-90.000
3272,40.000 - 50.000
3273,"40,000-45,000"
3274,"55,000"
3275,45000-55000
3276,70000
3277,50-80K
3278,70.000-75.000
3279,65.000-70.000
3280,70.000€+
3281,5000
3282,55.000-70.000
3283,45000-60000
3284,€70.000
3285,"45,000€ - 65,000€"
3286,">55k, negotiable"
3287,75k
3288,65.000 - 75.000
3289,market standard
3290,>70.000 EUR
3291,50.000 - 60.000 €
3292,"55,000€ - 65,000€"
3293,60.000 - 65.000 €
3294,60.000€
3295,60.000-65.000
3296,"55,000€ - 75,000€"
3297,45000-70000
3298,50.000 - 60.000
3299,70.000-80.000
3300,70-85k
3301,Up to negotiation
3302,45.000-55.000
3303,56.000 - 70.000
3304,tbd
3305,"40,000"
3306,up to 65.000
3307,55.000€
3308,75000 - 80000€
3309,65.000
3310,"50,000€-70,000€"
3311,"€60,000-€70,000"
3312,"50,000 €"
3313,42000
3314,"30,000 - 60,000 €"
3315,60000-65000
3316,75000-120000
3317,55000
3318,"50,000 - 60,000"
3319,"30,000 - 60,000 €"
3320,"55,000 - 60,000"
3321,60.000 - 80.000
3322,70.000 - 80.000
3323,45.000-55.000
3324,63.000€
3325,"65,000 - 75,000 €"
3326,60 - 75
3327,50000
3328,"75,000- 80,000"
3329,65000
3330,"50,000€"
3331,85-95k
3332,"50,000 EUR"
3333,50000-65000
3334,"45,000 - 55,000 €"
3335,"40-45,000€"
3336,80000
3337,~45.000
3338,60.000€ - 65.000€
3339,60.000 EUR
3340,"45,000€ - 65,000€"
3341,"50,000 - 60,000"
3342,40000
3343,negotiable
3344,45.000 - 55.000 
3345,60000-75000
3346,60.000 - 95.000 €
3347,85.000 €
3348,€
3349,"50,000 EUR"
3350,"60,000€-90,000€"
3351,50000-55000
3352,60.000 - 80.000 EUR
3353,50 - 60k
3354,60000 - 65000
3355,negotiable
3356,"60,000 - 100,000"
3357,45000
3358,"100,000"
3359,50.000€-60.000€
3360,up to negotiations
3361,95000
3362,50000
3363,around 60.000
3364,50.000
3365,"45,0000€"
3366,90.000€ +
3367,> EUR 47.000
3368,40000
3369,35000-45000
3370,"€40,000 - €50,000"
3371,"50,000-90,000"
3372,"45 - 60,000€"
3373,50.000-70.000
3374,"45,000 - 55,000"
3375,70.000 - 90.000
3376,60.000 - 65.000 €
3377,40 000 - 60 000
3378,"60,000 - 75,000 EUR"
3379,60000-80000
3380,55000€ - 90000 €
3381,50000€ - 55000€
3382,47000
3383,60.000-75.000
3384,60000-75000
3385,~100.000
3386,50000
3387,"€50,000-€70,000"
3388,64000
3389,"55,000-75,000"
3390,60k
3391,60000-65000
3392,55000
3393,EUR 40.000
3394,80k+
3395,up to 75.000
3396,"50,000-70,000 Euro"
3397,60.000 - 70.000
3398,39000
3399,56.000
3400,"55,000 - 65,000 EUR"
3401,"55,000 - 60,000"
3402,50.000 - 55.000
3403,"60,000- 70,000 Euro"
3404,-
3405,68k
3406,negotiable
3407,60 000- 70 000
3408,40000-50000
3409,45.000-50.000
3410,40000
3411,75000 - 120000
3412,approx. 60.000€
3413,55000-60000
3414,up to 50.000
3415,EUR 65.000 - 80.000
3416,verhandlungsbasis
3417,60.000
3418,>45000
3419,>50000
3420,"70,000€ – 78,000€"
3421,65000
3422,70.000 - 85.000 €
3423,"64,000 - 72,000"
3424,60000-70000
3425,verhandelbar
3426,40k-60k
3427,"55,000 € - 72,000 € "
3428,"65,000€"
3429,"55-85,000"
3430,50.000-70.000
3431,+/- 60000
3432,45000-55000
3433,65000
3434,"70-90,000"
3435,70-80 000
3436,"55,000€ - 60,000€"
3437,55K - 75K
3438,76.500€
3439,55000-65000
3440,€75.000 - €90.000
3441,"40,000 - 50,000"
3442,75000 - 80000
3443,tbd
3444,"70,000 - 90,000"
3445,"€60,000 - €70,000"
3446,TBD
3447,50.000€
3448,ca. 70.000 €
3449,72000
3450,40 000 - 60 000
3451,50.000-60.000
3452,68000
3453,80000 to 90000
3454,">70,000 "
3455,70.000€
3456,70.000
3457,60000
3458,40-50k
3459,"50,000-60,000"
3460,30.000 - 50.000
3461,45.000 - 75.000
3462,62000
3463,55000-60000
3464,49.000 - 54.600 €
3465,120.000-126.000
3466,76000
3467,"35,000-65,000"
3468,70000
3469,"65,000-70,000 €"
3470,40000-45000
3471,TBC
3472,70.000
3473,"25,000"
3474,54.000 - 75.000
3475,50000€
3476,tbd
3477,70.000€ - 110.000€
3478,€80.000-85.000
3479,75000-120000
3480,"50,000€ - 70,000€"
3481,> 65k
3482,60.000 - 80.000€
3483,"55,000-80,000"
3484,65'000€
3485,Negotiable 
3486,50000
3487,55.000-65.000
3488,55.000 - 75.000€
3489,60000
3490,40.000€-45.000€
3491,tbd
3492,>60.000
3493,50000
3494,60.000 - 65.000 €
3495,60000
3496,"55,000 - 60,000€"
3497,50000 - 60000
3498,> €60.000
3499,54.000
3500,75000-120000
3501,up to negotiations
3502,40 000 - 60 000
3503,60.000
3504,30.000-50.000
3505,80.000-90.000
3506,75000-120000
3507,40 000 - 60 000
3508,75000-120000
3509,65000-75000
3510,ca 90000
3511,65000
3512,negotiable
3513,To be discussed
3514,up to 70.000
3515,55.000€
3516,70000
3517,75.000€
3518,70000-90000
3519,70.000 €
3520,40 - 50K
3521,40-60k
3522,66.500
3523,52000
3524,"60,000-75,000"
3525,60-90.000
3526,"75,000+"
3527,65.000 EUR 
3528,"100,000"
3529,30000
3530,60000
3531,60000-110000
3532,50000-70000
3533,60000
3534,60.000 - 65.000
3535,60.000 - 75.000
3536,open to discussions
3537,74  000€
3538,50000
3539,60000 - 70000
3540,"€65,000 - 75,000"
3541,50.000-60.000€
3542,60000-100000
3543,"EUR 50,000-60,000"
3544,48.000 - 72.000
3545,€75.000 - €90.000
3546,75000
3547,65000 to 75000
3548,55000-65000
3549,63000-77000
3550,60000
3551,54-58K
3552,55 000 - 85 000
3553,"55,000€ - 85,000€"
3554,48-53k€/p.a.
3555,50.000-65.000
3556,65000
3557,55000
3558,60.000 - 65.000
3559,85000
3560,TBD
3561,65 000€ to 80 000€
3562,-
3563,45000
3564,75.000 - 85.000
3565,up to 60.000
3566,"55,000 - 60,000"
3567,60000 - 75000 €
3568,35000-42000
3569,"35,000 - 65,000€"
3570,"60,000€ -70,000€"
3571,90.000
3572,40.000 - 50.000
3573,80.000
3574,42000€ - 52000€
3575,"60,000"
3576,53000
3577,50.000 - 55.000
3578,65000
3579,let's talk
3580,63000
3581,60.000-70.000 €
3582,45000
3583,90000 - 110000 EUR
3584,"70,000-85,000"
3585,"60,000 - 63,000"
3586,38000-52000
3587,€60.000-€100.000
3588,75000-120000
3589,70.000-80.000 Euro
3590,from €55.000
3591,"70,000€ - 95,000€"
3592,"70,000 - 85,000"
3593,60000
3594,60.000
3595,45.000-60.000
3596,65000-70000
3597,>80.000 EUR
3598,70k
3599,to be discussed
3600,60000
3601,30.000 - 40.000
3602,"55,000-85,000€"
3603,45.000 - 55.000
3604,"70,000 - 80,000"
3605,40 000 - 60 000
3606,"48,000"
3607,50 000 - 60 000 
3608,60k-65k
3609,75.000 - 85.000 € 
3610,€60.000 - €65.000
3611,54000-65000
3612,> 50.000 EUR 
3613,60.000 - 80.000
3614,70000
3615,55000 - ∞
3616,60000-70000
3617,50.000 - 65.000€
3618,"60,000€ - 72,000€"
3619,To be determined
3620,"50,000 - 60,000"
3621,ca. 70.000€
3622,"55,000 - 60,000"
3623,75000 - 80000
3624,70-80.000 EUR
3625,48000
3626,60000
3627,50.000-70.000
3628,50 - 60k
3629,"75,000-85,000"
3630,60000
3631,47500
3632,50500 - 75500
3633,"45,000 - 55,000"
3634,50000 - 60000
3635,60.000-80.000€
3636,40000-60000
3637,70000-75000
3638,70000
3639,"55,000-70,000"
3640,Negotiable
3641,40000-50000
3642,45k-75k
3643,80000
3644,55000
3645,75000-85000
3646,34000-68000
3647,"65,000 - 75,000"
3648,50.000 - 60.000
3649,60000 - 70000
3650,60.000
3651,55000
3652,+/- 65.000
3653,75.000€
3654,65.000€
3655,70000 €- 90000 €
3656,"€50.000 - 55.000,-"
3657,60.000 - 65.000
3658,50.000 - 58.000€
3659,90000-130000
3660,60000 - 70000
3661,"60,000-65,000"
3662,tbd
3663,70 000 - 80 000
3664,60000 to 70000
3665,60.000 - 70.000
3666,60000
3667,00000
3668,"60,000€ -70,000€"
3669,"70,000-85,000€"
3670,"60,000 - 63,000"
3671,85000€
3672,75000-120000
3673,"50,000€ - 70,000€"
3674,50000
3675,65000
3676,50000-65000
3677,65.000 - 75.000 €
3678,65.000 - 75.000
3679,60000
3680,60000
3681," 100,000 - 110,000"
3682,55.000 - 67.000
3683,50.000 - 62.000€
3684,40000-80000
3685,"65,000-80,000"
3686,"50,000 - 75,000"
3687,>55.000 EUR
3688,60.000-70.000
3689,"40,000 - 50,000€"
3690,75000
3691,70.000
3692,70000
3693,55.000- 60.000
3694,"50,000 - 60,000"
3695,"55,000€ - 75,000€"
3696,75000
3697,70000-95000
3698,"30,000€"
3699,45000
3700,tbd
3701,38000-45000 €
3702,80000 - 100000
3703,60000 - 65000
3704,50.000€-55.000€
3705,tbd
3706,60000-70000
3707,50000 - 75000
3708,Komen we wel uit.
3709,50.000 - 70.000€
3710,"52,000 - 55,000"
3711,up to 80.000 €
3712,65-75 k 
3713,"70,000€ - 80,000€"
3714,75000-120000
3715,65000
3716,50.000-65.000
3717,60000
3718,0
3719,50.000-70.000 EUR
3720,69-79k
3721,60.000 - 65.000
3722,55.000 - 60.000 €
3723,up to negotiations
3724,90000
3725,50-60
3726,40.000 - 45.000 €
3727,90000 - 100000
3728,40-50k
3729,"40,000 - 55,000"
3730,>=60000
3731,50000
3732,"85,000€"
3733,"60,000€"
3734,55000-65000
3735,75.000 EUR
3736,35000-45000
3737,"50,000 € - 60,000 €"
3738,"45,000-100,000"
3739,70000
3740,EUR 56k - 70k/year
3741,60.000
3742,70000
3743,50.000-100.000
3744,45.000 - 51.000
3745,40000 - 70000
3746,60.000 - 65.000
3747,55-70k
3748,> 75.000
3749,55000
3750,"€75,000 - €80,000"
3751,60000-80000
3752,"30,000 - 60,000 €"
3753,"55,000€"
3754,50000 
3755,50.000-70.000
3756,75000+
3757,48K
3758,65.000 - 85.000€
3759,65k+
3760,80000-80000
3761,70.000-90.000
3762,70000-80000
3763,"50,000-60,000"
3764,74.000€
3765,65000
3766,50000 - 60000
3767," 65,000 (negotiable)"
3768,"55,000 - 60,000"
3769,55.000-60.000
3770,"50,000 - 60,000 EUR"
3771,40000-45000
3772,"75,000 - 85,000€"
3773,50+
3774,70.000-75.000€
3775,"€30,000 - €55,000"
3776,"60,000 - 70,000"
3777,75.000 - 85.000
3778,negotiable
3779,75000
3780,€75.000 - €90.000
3781,35000-40000
3782,50.000-65.000
3783,60000 - 65000
3784,46.000-50.000
3785,70000-80000€
3786,75000-120000
3787,70000
3788,70.000 - 80.000
3789,< 100K
3790,50.000€ - 60.000€
3791,70 000 - 90 000 
3792,> 80.000
3793,+/- 70000
3794,50000
3795,55.000 - 65.000
3796,75+
3797,tbd
3798,40000 - 45000
3799,60 000 - 80 000
3800,up to 90k€
3801,60.000+
3802,45 000 - 60 000 
3803,50000
3804,"80,000 - 100,000"
3805,50.000 - 77.000
3806,95000
3807,"40,000€ - 55,000€"
3808,60.000-75.000
3809,50000-65000
3810,40.000-50.000€
3811,90000 - 115000
3812,53.000
3813,50000
3814,45.000€
3815,"€60,000 - €70,000"
3816,"60,000€-80,000€"
3817,50000
3818,60000-80000
3819,45000-65000
3820,60k - 80k
3821,60.000
3822,"58,000 - 75,000"
3823,"€60,000 - €70,000"
3824,tbd
3825,60000-70000
3826,75.000-80.000
3827,negotiable
3828,75000-120000
3829,75000 - 120000
3830,75000-120000
3831,75000
3832,€65.000 - €80.000
3833,40000
3834,"65,000€ - 75,000€"
3835,"55,000-75,000"
3836,65-70K
3837,"60-65,000"
3838,40.000€ - 45.000€
3839,"90,000 - 120,000"
3840,75-85k
3841,82.000€
3842,73.000€
3843,"60,000 - 70,000"
3844,"€50,000-€75,000"
3845,50000 - 85000
3846,50000-60000
3847,50.000-65.000
3848,85.000 - 90.000
3849,50.000-80.000 €
3850,€55.000
3851,"€60,000-€65,000"
3852,45.000 - 55.000 EUR
3853,60000-75000
3854,50000 - 80000
3855,65000
3856,"58,000€ - 68,000€"
3857,65-75 k
3858,50.000 - 75.000€
3859,65000
3860,40000
3861,60000 - 70000
3862,tbd
3863,"60,000-75,000"
3864,50000-60000
3865,80.000
3866,55 000 - 60 000 
3867,Verhandlungssache
3868,"50,000€ - 65,000€"
3869,40000
3870,"65,000 - 80,000 EUR"
3871,TBD
3872,Depends
3873,70000-75000
3874,"EUR 50,000-60,000"
3875,58.000-60.000
3876,70.000 €
3877,"50,000 - 90,000"
3878,50.000 - 80.000
3879,50000
3880,60-75k - let's talk!
3881,"€50,000-€57,000"
3882,40.000 - 75.000
3883,58000-70000
3884,75.000-80.000
3885,60.000  - 80.000
3886,75000 - 120000
3887,50000-60000
3888,"45,000€ - 60,000€"
3889,45000-70000
3890,"60,000-80,000"
3891,competitive salary
3892,45000
3893,75.000-85.000
3894,"50,000 - 65,000"
3895,"55,000€ - 65,000€"
3896,"50,000€ - 55,000€"
3897,55.000 - 65.000
3898,65.000-75.000
3899,36900
3900,55000 - 65000
3901,68000
3902,"80,000€ - 100,000€"
3903,60000-100000
3904,57.000 - 65.000
3905,"75,000"
3906,70.000-88.000
3907,>55K
3908,60000
3909,50.000 - 85.000€
3910,€60.000
3911,70.000-80.000 €
3912,"60,000-65,000"
3913,0
3914,55.000€ - 60.000€
3915,55000
3916,50.000 - 60.000
3917,40.000 - 48.000
3918,45.000 - 85.000€
3919,"55,000-65,000"
3920,50.000 - 60.000
3921,55000 - 65000
3922,"65,000 €"
3923,70000
3924,95000-100000
3925,negotiable
3926,80000
3927,60.000 to 85.000
3928,.
3929,68.000-78.000
3930,70.000
3931,75000 - 80000
3932,60.000
3933,50000-58000
3934,45000-60000
3935,40.000€ - 50.000€
3936,60.000-65.000
3937,50.000 € - 60.000 €
3938,70000 - 75000
3939,75000-85000
3940,65.000 - 75.000
3941,60.000-80.000€
3942,65.000 - 95.000
3943,"100,000"
3944,35000-60000
3945,70.000-85.000
3946,65000-85000
3947,50.000-60.000
3948,79000 - 85000
3949,60000-70000
3950,70000
3951,>45000
3952,40.000-50.000
3953,>60.000
3954,45k - 80k
3955,>80.000€ 
3956,"€60,000-€75,000"
3957,75-90k
3958,50.000€ - 63.000€
3959,80000
3960,EUR 55.000 - 70.000
3961,"55,000 - 65,000"
3962,"€80,000 - €100,000"
3963,65000
3964,39.000-65.000
3965,"60,000€ – 75,000€"
3966,50.000-70.000 EUR
3967,"32,000€ - 37,000€"
3968,50-90.000
3969,> 36.000 EUR 
3970,55 000 - 75 000
3971,negotiable
3972,60.000 €
3973,"58,000 - 75,000"
3974,55000
3975,"60,000€-80,000€"
3976,"55,000€-75,000€"
3977,80.000-100.000€
3978,35000
3979,55000-70000
3980,60.000 - negotiable 
3981,65K
3982,84.000€
3983,75-90k
3984,80000-10000 EUR
3985,"50,000 - 70,000"
3986,>58000
3987,60000
3988,€60.000-€100.000
3989,40000
3990,65.000-75.000€
3991,70.000-81.000€
3992,>45.000 €
3993,Negotiable
3994,60K+
3995,"€45,000-€55,000"
3996,60000
3997,55.000 - 90.000€
3998,55.000 - 95.000
3999,up to 85000
4000,39.000 - 44.000
4001,50.000 - 60.000
4002,40.000 - 45000 €
4003,75000-120000
4004,"70,000- 80,000€"
4005,75-87k EUR
4006,"55,000-85,000€"
4007,65.000€
4008,90.000€
4009,60000
4010,35000
4011,60.000 - 80.000
4012,75000
4013,50000 - 65000€
4014,60.000
4015,60000-70000
4016,"60,000€ - 100,000€"
4017,60.000 - 70.000
4018,">45,000 EUR"
4019,TBD
4020,60000-80000
4021,40.000€ - 45.000€
4022,40 000 - 60 000
4023,≈49.000
4024, 65.000
4025,58.000 - 65.000
4026,55.000 - 65.000
4027,60000-70000
4028,20000-25000
4029,80.000-90.000
4030,"56,000€ - 80,000€"
4031,55000 - 60000
4032,65.000-75.000
4033,tbd
4034,55.000 - 60.000 €
4035,80000 - 85000
4036,80.000€
4037,60000-110000
4038,70k+
4039,€40.000 - €60.000
4040,70000 - 85000
4041,50.000 - 70.000
4042,to be discussed
4043,> 53k €
4044,35000 - 40000
4045,50.000 - 75.000
4046,78000
4047,50-55.000
4048,90.000
4049,ca. 42.000€
4050,58k
4051,40000 - 55000
4052,40.000€
4053,40.000-50.000
4054,"70,000€ - 85,000€"
4055,Negotiable
4056,45000-60000
4057,55000-60000
4058,70000 to 85000
4059,"70,000 - 90,000 €"
4060,70.000-85.000€
4061,35000-60000
4062,60 000
4063,60000
4064,70.000+
4065,75.000
4066,35000-80000
4067,above 62k
4068,60.000++
4069,65.000-75.000
4070,70.000
4071,"60,000 - 75,000"
4072,55 000 - 60 000
4073,to be discussed
4074,verhandelbar 
4075,60K
4076,>50K
4077,70.000-83.000
4078,55.000-70.000€
4079,"55,000 - 65,000 €"
4080,45000
4081,75000-120000
4082,60-80k
4083,55000 to 70000
4084,73.000€
4085,"70,000 - 80,000"
4086,"50,000-65,000"
4087,60k
4088,50000
4089,"55,000-70,000"
4090,40000 - 75000
4091,"65,000+"
4092,60-70K
4093,62000
4094,50.000 €
4095,40000
4096,"50,000€-65,000€"
4097,44.000 to 62.000
4098,"55,000 - 70,000"
4099,50.000-60.000
4100,60000-90000
4101,80-90.000€
4102,55.000
4103,75000-120000
4104,75000 - 85000
4105,"50,000-75,000€"
4106,upto 85000
4107,40000-70000
4108,60000
4109,40 000 - 60 000
4110,55000
4111,65000
4112,45000
4113,75000-120000
4114,"50,000 - 60,000 EUR"
4115,"53,000-63,000€"
4116,50000
4117,"from 45,000 EUR"
4118,verhandelbar
4119,50000- 60000
4120,65000-70000
4121,60.000 - 70.000
4122,0
4123,70.000-85.000 €
4124,55-65.000
4125,"40,000€ - 80,000€"
4126,tbd
4127, 90k-120k USD
4128,"110,000"
4129,Open Offer 
4130,40.000 - 50.000€
4131,90.000 EUR 
4132,30.000 - 40.000
4133,65000-70000
4134,70.000
4135,"40,000 - 55,000"
4136,"35,000€-45,000"
4137,70
4138,55000-70000
4139,"€40,000 - €50,000"
4140,"45,000 - 65,000"
4141,>100k
4142,"65,000€"
4143,">€55,000"
4144,€62K - €72K
4145,"60,000€+"
4146,49.000€ - 52.000€
4147,50 k
4148,44.000
4149,65.000 - 75.000
4150,60000
4151,110000-140000
4152,45000-55000
4153,75000-120000
4154,68.000-80.000
4155,45.000€ - 55.000€
4156,"60,000 - 70,000"
4157,negotiable
4158,"60,000 - 75,000 EUR"
4159,50000-70000
4160,40-70 000
4161,ca. € 65.000
4162,"€75,000 - €80,000"
4163,60000-70000
4164,85000+
4165,"40,000 - 45,000"
4166,55000
4167,60000-75000
4168,"60,000€ - 70,000€"
4169,"80,000 - 95,000"
4170,30000-35000
4171,55000
4172,50.000 - 55.000
4173,"50,000 EUR"
4174,"35,000€-45.000€"
4175,50.000-60.000€
4176,55000-75000
4177,70000
4178,50000-60000
4179,"70,000-75,000"
4180,56000
4181,50000-80000
4182,€50-60k
4183,60.000
4184,60.000 - 70.000
4185,55000-60000€
4186,85k
4187,Passend
4188,75.000
4189,50000
4190,"60,000€ - 70,000€"
4191,€40000
4192,"55,000 - 65,000 €"
4193,"80,000 € - 90,000 €"
4194,"70,000€ - 85,000€"
4195,80000-100000
4196,"62,000 - 80,000"
4197,.
4198,62000
4199,"80,000-85,000"
4200,40 000 - 60 000
4201,40000-55000
4202,negotiable
4203,"50,000€ - 55,000€"
4204,55.000 - 70.000
4205,80.000 € - 100.000
4206,60000€
4207,50.000
4208,50.000 - 52.000
4209,tbd
4210,"60,000"
4211,65000
4212,"60,000€ - 70,000€"
4213,> 50.000
4214,100000
4215,"55,000-80,000"
4216,60000
4217,55.000 up to 65.000
4218,"60,000-80,000"
4219,TBD
4220,50.000-70.000 EUR
4221,65000
4222,60-70
4223,"50,000 - 88,000"
4224,75000-120000
4225,70.000
4226,60k
4227,€ 70.000 - €80.000
4228,up to 50'000€
4229,€55.000 - €62.000
4230,"53,000k+"
4231,55.000 €
4232,negotiable
4233,"60,000-80,000€"
4234,negociable
4235,60.000 - 75.000€
4236,45000
4237,let's talk
4238,90-120k
4239,"50,000 - 65,000 EUR"
4240,>25.000
4241,30.000€ - 55.000€
4242,65000
4243,65000-90000
4244,85000
4245,k.A.
4246,80.000-100.000€
4247,100.000-120.000
4248,"€40,000-€50,000"
4249,65000-75000
4250,40.000€ - 50.000€
4251,60.000-80.000 €
4252,-
4253,120000
4254,€65.000
4255,65-75 k
4256,45.000 - 55.000
4257,55.000-95.000 Euro
4258,55.000 - 60.000€
4259,75000-120000
4260,75.000
4261,negotiable
4262,"60,000€"
4263,65 000 €
4264,"50,000 - 55,000 EUR"
4265,75000-120000
4266,60.000 € - 70.000 €
4267,€75.000 - €90.000
4268,50.000 - 60.000
4269,"40,000 - 50,000"
4270,45.000
4271,75000-120000
4272,50.000 - 60.000
4273,60.000 - 70.200
4274,70000-80000
4275,55000
4276,"50,000€ - 65,000€"
4277,>68400
4278,"65,000€ - 90,000€"
4279,45000
4280,"50,000 - 60,000 €"
4281,"50,000 - 70,000€"
4282,60-75k
4283,"45,000 - 55,000"
4284,"45,000€ - 65,000€"
4285,50000-55000
4286,40.000 - 55.000 €
4287,45000
4288,55000-60000
4289,60-90.000
4290,75-90k
4291,40000e - 50000e
4292,70000
4293,40000
4294,"50,000 - 70,000"
4295,60000-70000
4296,45000
4297,"50,000-60,000"
4298,70000-95000
4299,65.000 - 75.000
4300,70000
4301,50.000 - 55.000
4302,45.000 - 60.000 €
4303,50000
4304,90.000
4305,65.000-70.000
4306,"65,000 - 85,000"
4307,60k
4308,"60,000-75,000"
4309,"€75,000"
4310,50-60k
4311,50.000-65.000
4312,50-65k
4313,52000
4314,70.000€
4315,"70,000€ - 90,000€"
4316,68000
4317,65000 - 70000
4318,60 000- 70 000
4319,55.000€ - 65.000€
4320,80.000€
4321,70.000 - 80.000€
4322,75000-120000
4323,"50,000€-70,000€"
4324,50000 - 60000€
4325,50.000-60.000
4326,49000-69000
4327,">€50,000"
4328,tbd
4329,40.000 - 45000
4330,70.000 - 85.000€
4331,55000 - 65000
4332,50.000-66.000
4333,negotiable
4334,50K
4335,"60,000- 65,000"
4336,verhandelbar
4337,"€55,000-€65,000"
4338,40.000 - 50.000 €
4339,50.000 - 65.000
4340,60.000
4341,40.000 - 45.000
4342,40.000-55.000
4343,79.000€
4344,"50,000 - 70,000"
4345,40.000-50.000
4346,50000 - 60000
4347,Negotiable
4348,negotiable
4349,"50,000-60,000"
4350,€80000
4351,45000-65000
4352,40.000 - 45.000 EUR
4353,"60,000 - 65,000"
4354,50000-60000
4355,53.000€
4356,"50,000-60,000"
4357,40 000 - 60 000
4358,60.000 - 75.000
4359,55000 - 80000
4360,75k - 95k
4361,60.000 € - 90.000 €
4362,55.000€-65.000€
4363,-
4364,60.000 - 75.000€
4365,+ 62.000 €
4366,52.000+
4367,50000
4368,85000
4369,50000
4370,60-90.000
4371,75000-120000
4372,68000
4373,tbd
4374,"ca. 100,000"
4375,50.000 - 60.000
4376,45000 - 55000
4377,60.000 - 80.000 
4378,"70,000€ - 100,000€"
4379,60k +
4380,70-80K
4381,40 - 65
4382,45 000 - 55 000
4383,50.0000 € - 75.000€
4384,60-75
4385,"60,000€ - 70,000€"
4386,75.000 €
4387,34.000 - 48.000
4388,€54.000 - €58.000
4389,around 50k
4390,70-75k
4391,60000-65000
4392,75.000
4393,"65,000"
4394,"€62,000 - 72, 000"
4395,78000+
4396,>60000
4397,45000k - 52000k
4398,"65,000 € - 85,000€"
4399,60000-70000
4400,60.000€ - 75.000€
4401,79.000€
4402,77 000
4403,40.000-50.000€
4404,To be discussed
4405,60000-70000
4406,65-80k
4407,negotiable
4408,ca. 45.000€
4409,70.000
4410,58000
4411,55000€
4412,40.000-65.000 €
4413,45000-55000
4414,€40.000 - €60.000
4415,50.000–70.000
4416,">70,000 EUR"
4417,"61,000-65,000"
4418,€ 35.000 - € 50.000
4419,53k
4420,80.000
4421,56000 - 64000
4422,"50,000€ - 60,000€"
4423,60000 to 72000
4424,"50,000 - 60,000€"
4425,50.000-60.000€
4426,60.000 - 70.000
4427,"50,000 - 55,000"
4428,60.000 - 75.000
4429,45000-80000
4430,51.000 € 
4431,55.000
4432,80.000-85.000
4433,ca. 50.000€
4434,80000
4435,negotiable
4436,55000-75000
4437,65-72k
4438,45000-50000
4439,> € 60.000
4440,60-80k
4441,65000
4442,"40,000"
4443,+/- 60.000
4444,60000
4445,55.000 - 62.000
4446,55 - 70
4447,"70,000"
4448,75-80K
4449,€75.000 - €90.000
4450,70.000 - 80.000
4451,60.000 € - 70.000 €
4452,70.000
4453,50.000
4454,€40.000 - €60.000
4455,73.000€
4456,60.000-75.000€
4457,tbd
4458,65.000-70.000
4459,TBD
4460,> 65K
4461,"80,000€"
4462,65000 - 70000
4463,"65,000-75,000"
4464,"80,000- 95,000"
4465,55000
4466,"70,000 € - 90,000 €"
4467,8.000€ - 10.000€
4468,-
4469,70000-75000
4470,50000-65000
4471,80 000 - 90 000
4472,65.000
4473,60.000 - 70.000
4474,"65,000-75,000"
4475,"40,000€-70,000€"
4476,40 000 - 60 000
4477,"40,000-50,000"
4478,Open offer 
4479,37000
4480,80.000-85.000
4481,"70,000 to 90,000€"
4482,42000-45000
4483,up to negotiations
4484,"75,000-85,000"
4485,45.000 - 55.000
4486,"60,000-70,000"
4487,"50,000€ - 65,000€"
4488,"53,400"
4489,"50,000 - 60,000 €"
4490,75000-85000
4491,50.000 € - 60.000 €
4492,>57.000€
4493,62000
4494,50.000-90.000
4495,up to negotiations
4496,45-50k
4497,"55,000 € - 65,000 €"
4498,"€45,000-€52,000"
4499,63000-67000
4500,65
4501,76800
4502,"75,000 EUROs"
4503,>70000
4504,"€ 50,000 - € 60,000"
4505,x
4506,">€55,000"
4507,55000-65000
4508,Negotiable
4509,50000
4510,80'000 EUR
4511,80-100k
4512,50.000 - 60.0000
4513,60000-65000
4514,50000-75000
4515,45000-50000
4516,65.000€ - 85.000€
4517,85.000
4518,tbd
4519,75.000€ p.y.
4520,"45,000 - 50,000"
4521,70.000-80.000 €
4522,90.000-100.000€
4523,42000
4524,"55,000 - 60,000+ €"
4525,45.000 - 75.000
4526,70k-115k
4527,70.000-85.000€
4528,51K - 75K
4529,38000
4530,75-85K
4531,60.000-70.000
4532,60.000€
