id,salary
28600,60000
28601,70000
28602,50000 €
28603,40.000 - 60.000 €
28604,58.000 - 68.000 €
28605,60.000 - 75.000
28606,55-58k
28607,60.000 €
28608,"€60,000-€70,000"
28609,"50,000 - 60,000"
28610,"70-85,000"
28611,"60,000-70,000€"
28612,65.000-75.000
28613,€60.000
28614,50.000
28615,55.000-65.000
28616,40000 - 60000
28617,48500
28618,55.000 - 65.000
28619,60.000
28620,>70000
28621,55000
28622,50.000
28623,"70,000 - 100,000"
28624,"55,000-70,000"
28625,50-60
28626,60.000 - 65.000
28627,"40,000"
28628,55.000€-65.000€
28629,60.000-70.000€
28630,80000
28631,"45,000 - 50,000"
28632,"€ 30,000 - € 40,000"
28633,50000 - 80000
28634,60000-110000
28635,85.000-90.000€
28636,60.000 - 70.000
28637,"€65,000"
28638,65000€ - 70000€
28639,ca. 70.000
28640,"95,000 - 105,000€"
28641,55.000-65.000
28642,"45,000€ - 65,000€"
28643,45000 - 72000
28644,"55,000-85,000€"
28645,"40,000-45,000 EUR"
28646,"65,000-70,000"
28647,"50,000€ - 65,000€"
28648,Up to €130k
28649,-
28650,Te overleggen
28651,>72000
28652,"40,000 to 60,000 EUR"
28653,tbd
28654,ab 70.000€
28655,50-70k
28656,"60,000 - 90,000"
28657,tbd
28658,"62,000 - 65,000"
28659,70.000 - 85.000
28660,40.000€
28661,tbd
28662,60.000 - 72.000
28663,70-75k
28664,70k
28665,">66,000"
28666,65.000€ - 80.000€
28667,"65,000-75,000"
28668,50000-75000
28669,45000
28670,around 50-55K
28671,75-90k
28672,55000
28673,45 - 55k
28674,60000 - 75000
28675,75000
28676,40 000 - 60 000
28677,600000
28678,"45,000-60,000"
28679,30.000 €
28680,50.000-65.0000
28681,72000
28682,60.000-75.000
28683,60000
28684,"60,000€"
28685,"55,000-85,000€"
28686,50.000€ - 75.000€
28687,45-55000
28688,40000
28689,80000
28690,50 000 - 60 000 
28691,70.000
28692,up to 60.000€
28693,"€60,000"
28694,60.000-72.000
28695,"50,000€ - 70,000 €"
28696,60000
28697,"65,000 € - 85,000€"
28698,to be discussed
28699,upon negotiation
28700,65000-70000
28701,"70,000"
28702,ca. 75 000
28703,60 - 70 k 
28704,€ 40.000-60.000
28705,60-70
28706,65k - 80k+
28707,50.000-60.000€
28708,45.000 - 75.000
28709,"70-85,000"
28710,70 000 - 100 000
28711,40000-
28712,85.000 - 95.000
28713,60
28714,35000
28715,65000-72000
28716,"65,000 - 80,000"
28717,80.000 € to 95.000 €
28718,50 - 60k 
28719,"€30,000 - €60,000"
28720,>€60.000
28721,45000-60000
28722,80000-100000
28723,65000-85000
28724,"50,000 € - 60,000€"
28725,70000
28726,"60,000€ - 70,000€"
28727,55.000-70.000€
28728,"70,000 - 75,000"
28729,"50,000€ - 60,000€"
28730,400000 € - 60000 €
28731,"80,000-90,000"
28732,80.000 -90.000
28733,70000
28734,"100,000"
28735,"40,000 - 50,000"
28736,45-60
28737,54000€ - 66000€
28738,"45,000€ - 55,000€"
28739,70-87000
28740,0
28741,50-60k
28742,"60,000-75,000"
28743,60.000€ - 65.000€
28744,55.000
28745,95000
28746,80000
28747,50000 - 70000
28748,40000€
28749,50000
28750,50.000 - 80.000
28751,40000-60000
28752,€70.500
28753,tbd
28754,"50,500 - 75,500"
28755,"60,000 - 70,000"
28756,"56,000"
28757,€90.000 - €100.000
28758,60-90.000
28759,60-75k
28760,120.000-135.000
28761,"40,000 - 80,000"
28762,€30-50k
28763,55000 - 70000
28764,60-70k
28765,65-70k
28766,Negotiable
28767,"55-65,000 €"
28768,60.000€
28769,50.000€-55.000€
28770,"65,000 - 75,000"
28771,€75000
28772,65000 - 70000
28773,"50k, negotiable"
28774,45.000 to 60.000€
28775,75000-80000
28776,"55,000-80,000"
28777,tbd
28778,"50,000€ - 55,000€"
28779,80.000
28780,>69.000 EUR
28781,"55,000€ - 65,000€"
28782,60000
28783,€48.000
28784,"> 42,000€"
28785,75000-80000
28786,"65,000 - 70,000 €"
28787,"60,000 - 70,000"
28788,68000
28789,60.000 - 70.000
28790,60.000 - 70.000
28791,50 - 60000
28792,55000
28793,Hängt davon ab
28794,60.000€ - 65.000€
28795,TBD
28796,€
28797,"60,000-70,000"
28798,€35.000 - €50.000
28799,60+
28800,55000-65000
28801,"53,000-63,000-€"
28802,85000€ - 90000€
28803,40 - 65
28804,65000-68000
28805,negotiable
28806,30.000-40.000
28807,45.000-50.000€
28808,30.000 to 75.000
28809,80000-90000
28810,55.000-85.000 Euro
28811,50 - 75k
28812,90-100k
28813,60-70.000€
28814,84.000€
28815,60-70.000€
28816,55.000 - 65.000
28817,60.000 € - 70.000€
28818,66.500
28819,70.000
28820," 75,000-80,000"
28821,50.000€ - 55.000€
28822,tba
28823,"40,000 - 50,000 EUR"
28824,"60,000"
28825,65000-75000
28826,40.000-50.000€
28827,95000
28828,65.000-95.000 €
28829,"60,000-65,000"
28830,20000-40000
28831,40000-45000
28832,50.000+
28833,60000 - 78000
28834,50000-60000
28835,50.000€-60.000€
28836,60000
28837,45000-50000
28838,ca. 45.000€
28839,"85,000-100,000"
28840,60-73k
28841,"65,000 € - 95,000 €"
28842,tbd
28843,75.000 - 85.000
28844,70000-80000
28845,tbd
28846,40000-60000
28847,60.000-65.000
28848,tbd
28849,48000-56000
28850,65.000-75.000€
28851,€ 65.000 - € 80.000
28852,60000
28853,58000
28854,50K-60K
28855,65000-80000
28856,let's talk
28857,36.400 - 60.000
28858,"55,000 - 85,000 "
28859,32000-35000
28860,80000-85000
28861,90.000 - 100.000
28862,>55.000 EUR
28863,tbd
28864,"60,000-65,000"
28865,50.000€
28866,55000 - 65000
28867,50.000 - 75.000
28868,65k
28869,"70,000€ - 80,000€"
28870,up to 90.000
28871,69.000
28872,50.000 - 85.000
28873,60-70k
28874,42.000
28875,60.000€
28876,90k
28877,EUR 65-68.000
28878,70000
28879,75000-80000
28880,60000€
28881,"65,000k+"
28882,50.000-60.000
28883,55000
28884,50.000-55.000
28885,"55,000-60,000"
28886,60.000 - 70.000
28887,90.000-120.000
28888,75000-120000
28889,55000
28890,40000-45000
28891,55.000 - 75.000
28892,60.000-78.000
28893,"55,000€ - 65,000€"
28894,60000
28895,"50,000-65,000€"
28896,60.000-70.000
28897,Negotiable   
28898,45000
28899,To be discussed
28900,60.000 - 65.000 €
28901,"65,000-70,000"
28902,50.000€ - 63.000€
28903,"€53,000-€60,000"
28904,"€ 40,000 -  € 50,000"
28905,50.000-62.000 €
28906,"50,000 - 60,000"
28907,"95,000 - 100,000"
28908,"€60,000-€70,000"
28909,45 000 - 70 000€
28910,55000
28911,50000 - 65000€
28912,50000 - 85000
28913,"70,000"
28914,75.000
28915,65.000 - 85.000 €
28916,70.000 EUR 
28917,>75k
28918,50.000-55.000€
28919,45 000 - 66 000
28920,50.000€-55.000€
28921,50000 - 80000
28922,80.000-90.000
28923,60.000€ - 67.000€
28924,"55,000-85,000€"
28925,"€40,000"
28926,60.000€ - 65000€
28927,65000
28928,50.000 - 60.000
28929,70.000 € - 80.000 €
28930,75-100k
28931,50.000 - 65.000
28932,Competitive
28933,70.000-80.000
28934,75000-120000
28935,50.000 - 75.000
28936,80000
28937,">75,000"
28938,35..000
28939,65.000 - 68.000
28940,60.000
28941,45k
28942,65000 - 80000
28943,"€55,000-€65,000"
28944,70.000
28945,65000
28946,65.000 - 75.000
28947,60.000-70.000
28948,"45,000€ - 55,000€"
28949,40.000-50.00
28950,60000-65000
28951,75000-120000
28952,55.000 EUR 
28953,"60,000 - 85,000"
28954,70.000 - 85.000
28955,70k-100k CHF
28956,55.000-60.000€
28957,50.000 - 55.000
28958,"75,000 -80,000"
28959,66.500
28960,60-90K
28961,40 000 - 60 000
28962,"51,000€ - 65,000€"
28963,60000-65000
28964,50000-60000
28965,negotiable
28966,65000
28967,"50,000€ - 60,000€"
28968,60k+
28969,50.000 EUR
28970,50.000
28971,78000-85000
28972,€
28973,negociable
28974,65.000  - 80.000
28975,62 - 75k 
28976,60.000 - 80.000 €
28977,60.000
28978,"48,000 €"
28979,"50,000-70,000 Euro"
28980,50.000€ - 65.000€
28981,45000 - 50 000 
28982,65.000
28983,50.000-60.000
28984,"55,000€"
28985,50000
28986,80.000 - 90.000
28987,50000-55000
28988,up to 75000€
28989,60.000€ - 70.000€
28990,negotiable
28991,60.000-85.000
28992,45.000 - 55.000
28993,"€60,000"
28994,"EUR 75,000 - 90,000"
28995,"42,000 - 55,000 EUR"
28996,"35,000€ - 55,000€"
28997,65k
28998,"50,000€"
28999,"€45,000-€55,000"
29000,€
29001,"60,000"
29002,>60000
29003,negotiable
29004,50.000€
29005,50.000€ + 
29006,"50,000 - 70,000"
29007,"> 60,000€"
29008,"50,000 - 60,000 EUR"
29009,70000 €- 80000 €
29010,55-75000 euro
29011,65-85000 euro
29012,65.000 - 80.000 €
29013,45000
29014,40.000-55000
29015,70.000
29016,~50.000
29017,€75.000 - €90.000
29018,50.000 - 60.000
29019,"45,000"
29020,"€80,000 - €90,000"
29021,"60,000€-70,000€"
29022,25.000 (negotiable)
29023,60.000
29024,"60,000-80,000"
29025,58 000 - 65 000
29026,65.000-75.000
29027,55.000 - 58.000
29028,"40,000 € - 50,000 €"
29029,60000 - 75000
29030,80.000 € 
29031,60.000
29032,>45000
29033,"60,000€ - 75,000€"
29034,50.000€ - 65.000€
29035,up to 60.000
29036,85000 - 90000
29037,35000 - 45000
29038,negociable
29039,"70,000€ - 85,000€"
29040,56000-65000
29041,50000-75000
29042,50000-85000
29043,55000
29044,50000
29045,45.000 - 55.000
29046,"42,000"
29047,up to 70.000€
29048,"45,000"
29049,40000-65000
29050,60-70
29051,40.000 - 70.000
29052,50.000 € - 55.000 €
29053,60.000 - 70.000
29054,"€70,000 - €90,000"
29055,55k - 60k
29056,65.000 - 80.000
29057,50000 - 80000
29058,60.000-75.000 EUR
29059,Negotiable
29060,60000-65000
29061,70.000
29062,EUR 56k - 70k/year
29063,"€65,000"
29064,50.000-60.000€
29065,"40,000€ - 55,000€"
29066,65.000-75.000
29067,"80,000 - 100,000"
29068,75000-120000
29069,tbd
29070,55000 - 65000
29071,60000-80000
29072,50.000 - 75.000
29073,Negotiable
29074,70.000€
29075,negotiable
29076,40 000 - 60 000
29077,60000-110000
29078,70000
29079,"60,000 - 80,000"
29080,80000
29081,60000 - 68000
29082,"60,000-85.000"
29083,> € 75.000
29084,"€60.000 - 70.000,-"
29085,"70,000 - 100,000€"
29086,"50,000 - 60,000"
29087,32000 - 52000
29088,"45000 - 55,000 EUR"
29089,65.000 - 75.000
29090,90.000
29091,bis 85.000
29092,45.000 € - 55.000 €
29093,"60,000"
29094,55.000€-65.000€
29095,50000 - 60000
29096,30.000 - 40.000
29097,70-80k
29098,75000-120000
29099,80.000€
29100,60.000 - 90.000
29101,negotiable
29102,55.000
29103,65-80k
29104,"45,000 - 65,000€"
29105,45.000-55.000
29106,55000
29107,36.000-45.000
29108,45000
29109,"50,000 - 65,000"
29110,"70,000-75,000 GBP"
29111,up to 75000
29112,95.000
29113,50.000 - 68.000€
29114,60000 EUR
29115,40.000€
29116,55.000 - 65.000
29117,"50,000 - 65,000"
29118,"40,000 - 50,0000"
29119,75000-120000
29120,75000 - 80000
29121,60k
29122,€
29123,"45,000€ - 55,000€"
29124,"45,000€ - 80,000€"
29125,to be discussed
29126,45000
29127,negotiable
29128,40.000-50.000
29129,0 - 55000€
29130,"55,000€ - 65,000€"
29131,70000 - 75000€
29132,75000-120000
29133,60000-80000
29134,">75,000"
29135,45-55K
29136,40 000 - 60 000
29137,50.000-60.000€
29138,50-65
29139,55000
29140,50000€
29141,"70,000€ - 75,000€"
29142,50-60k
29143,70.000 - 100.000
29144,46.000 - 49.000€
29145,70000
29146,k.A.
29147,45000-65000
29148,65.000€
29149,65000-85000
29150,"EUR 65,000-75,000"
29151,50.000-70.000
29152,"50,000€ - 55,000€"
29153,50000-60000
29154,"65,000-80,000"
29155,">72,000"
29156,38.000-45.000
29157,71.000€
29158,46.200 - negotiable
29159,45.000-60.000
29160,65000
29161,"60,000-80,000"
29162,95000€
29163,50.000 - 80.000
29164,"40,000€-45,000€"
29165,47.970 - 65.185
29166,"60,000 - 70,000"
29167,"40,000 to 60,000 EUR"
29168,85.000€
29169,40.000 - 60.000
29170,>55000
29171,"> €65,000"
29172,>70000
29173,"€70,000 - €80,000"
29174,45.000-55.000
29175,60000
29176,75000
29177,50000-80000
29178,30.000 to 75.000
29179,"53,000€ - 58,000€"
29180,70.000-100.000
29181,60.000-70.000
29182,85 000€ to 95 000€
29183,+/- 70.000
29184,80-100k
29185,45000
29186,70-85K
29187,45000 - 50000
29188,50000€-60000€
29189,55 - 58k
29190,65.000 - 75.000
29191,40.000 - 50.000
29192,70000
29193,70000
29194,85.000
29195,75000-120000
29196,"60,000€"
29197,negotiable
29198,50000-80000
29199,55000 - 60000
29200,40-60
29201,35.000-42.000
29202,55.000
29203,"85,000-95,000"
29204,"65,000 - 75,000 EUR"
29205,>70000€
29206,"55,000 - 70,000 EUR"
29207,50-65.000
29208,60.000€ - 80.000€
29209,40 000 - 60 000
29210,"80,000 - 100,000"
29211,60.000€ - 75.000€
29212,"50,000-55,000"
29213,50k
29214,65000 - 70000
29215,"48,000 - 53,000"
29216,50000
29217,90000 - 115000
29218,60.000-90.000
29219,negotiable
29220,"71,000"
29221,"55,000-80,000"
29222,42.000 - 60.000€
29223,"55,000-60,000"
29224,"70,000 "
29225,65.000 - 75.000€
29226,>€55.000
29227,80.00-95.000
29228,55k-60k
29229,"68,000"
29230,65.000-70.000€
29231,"50,000 - 60,000"
29232,50.000-65.000
29233,70000
29234,45.000
29235,70-85K
29236,42.000€
29237,market conform
29238,45.000 - 55.000
29239,"€50,000 - €65,000"
29240,60 000
29241,75000-120000
29242,70000-95000
29243,55000
29244,up to 90.000
29245,55000€ 
29246,75000-120000
29247,65.000 - 75.000
29248,65.-80.000€
29249,"70,000 - 90,000"
29250,55.000 - 75.000
29251,"60,000€-70,000€"
29252,"72.000,00"
29253,48000
29254,38.000 € - 48.000 €
29255,"> €70,000"
29256,50 - 60
29257,"40,000 - 80,000 EUR"
29258,60000 - 70000
29259,75000-120000
29260,"75,000 - 80,000"
29261,"60,000-80,000"
29262,42000-52000 €
29263,68.000€
29264,60000
29265,50.000 €
29266,"50,000 - 65,000 €"
29267,competitive salary
29268,ca. 70.000-90.000
29269,"65,000 € - 85,000€"
29270,54.000 - 56.000€
29271,">50.000,-"
29272,65.000 €
29273,40.000 - 75.000
29274,65.000
29275,"103,000 +"
29276,80.-110.000
29277,"55,000"
29278,100.000-120.000
29279,"70,000 "
29280,55-65k
29281,50-60
29282,42.000
29283,"60,000"
29284,50000-80000
29285,"65,000€ - 80,000€"
29286,€ 65.000 - € 80.000
29287,50000
29288,60.-65.000
29289,60.000 - 85.000
29290,40-44K
29291,"50,000-70,000"
29292,65000
29293,40.000-65.000 €
29294,"70,000€"
29295,"65,000 - 70,000"
29296,65000
29297,"65,000k+"
29298,tbd
29299,50.000 - 70.000
29300,55000
29301,75.000-90.000
29302,"45,000 € - 60,000 €"
29303,
29304,"60,000 € - 65,000€"
29305,40.000-50.000
29306,65.000-78.000
29307,45 000 - 60 000
29308,up to negotiations
29309,ca 70.000.-
29310,60000
29311,"60,000-75,000"
29312,30.000 - 40.000 Euro
29313,50 000 - 60 000
29314,60-70k
29315,"50,000 - 90,000"
29316,65000 - 70000
29317,ab 80.000€
29318,60.000 - 80.000
29319,verhandelbar
29320,"€60,000-€70,000"
29321,60000 - 65000€
29322,75.000 - 80.000
29323,50.000-65.000
29324,60000
29325,65.000-75.000
29326,">75, 000"
29327,50.000€ - 65.000€
29328,min 65.000 €/year
29329,70.000-90.000
29330,50000-80000
29331,60-90.000
29332,80.000
29333,70k+
29334,"up to €60.000,-"
29335,"50,000€-70,000€"
29336,70000
29337,verhandelbar
29338,50000
29339,65.000 - 70.000
29340,"55,000-70,000"
29341,"65,000€ - 75,000€"
29342,65.000-75.000€
29343,"€65,000"
29344,55.000 - 60.000
29345,65000-75000
29346,negotiable
29347,60.000 - 70.000
29348,55-65 k
29349,ca. 75 000
29350,60.000
29351,€
29352,60.000 - 75.000€
29353,€
29354,55-73000 euro
29355,54000-62000
29356,68000
29357,"€72,000"
29358,60000
29359,75000-120000
29360,55.000 - 65.000
29361,70.000 EUR 
29362,45.000 - 75.500
29363,55.000 - 65.000
29364,>55K
29365,60000-90000
29366,60.000 - 80.000
29367,"50,000 - 70,000"
29368,"> 44,350 €"
29369,60.000 - 65.000
29370,50000-75000
29371,~90.000-100.000 CHF
29372,50.000 - 60.000
29373,70.000 € - 80.000 €
29374,65.000 - 82.000
29375,55.000
29376,30000-50000
29377,"70,000-80,000"
29378,45000
29379,70.000
29380,42.000 - 60000
29381,55.000-60.000
29382,47000-51000
29383,44000 - 57000
29384,60000 to 70000 Euro
29385,56000 - 64000
29386,up to negotiations
29387,"65,000€"
29388,53.000 - 62.000
29389,70000
29390,TBD
29391,55 000 - 75 000
29392,51.000 - 68.000 €
29393,"30,000 - 60,000 €"
29394,"50,000-55,000"
29395,"60,000€-70,000€"
29396,60.000 - 70.000
29397,"45,000€-55,000€"
29398,40.000 - 50.000€
29399,68.500€
29400,40 000 - 60 000
29401,60000 70000
29402,60000€ - 75000€
29403,48 - 55k€ 
29404,"60,000-70,000"
29405,50.000-60.000
29406,50 000 - 58 000
29407,65k
29408,60.000 
29409,"52,000-62,000"
29410,70000
29411,65 - 70K 
29412,Negotiable 
29413,50.000 € - 60.000€
29414,"€50,000-€57,000"
29415,60 000 - 95 000
29416,65.000 - 75.000
29417,70000
29418,0 - 55000€
29419,60000
29420,90000
29421,40000-45000
29422,51.000
29423,100000
29424,60000
29425,50.000-60.000€
29426,40.000-50.000
29427,"63,000-68,000"
29428,45.000 - 55.000
29429,"70,000 - 80,000"
29430,70-80.000
29431,70 000 - 90 000
29432,75000
29433,80000-100000
29434,30000-45000
29435,65 000 - 85 000
29436,50.000 - 75.000
29437,65000-70000
29438,75.000-95.000 EUR
29439,€
29440,"70,000"
29441,65.000 EUR
29442,85.000 - 90.000
29443,€60.000 - €65.000
29444,"90-95,000"
29445,50.000-60.000
29446,45000-55000
29447,60000€
29448,60000
29449,50.000 - 55.000€
29450,50.000-60.000
29451,negotiable
29452,100000
29453,50-60k
29454,competitive
29455,60000-85000
29456,€75.000 - €90.000
29457,75.000 - 85.000
29458,65 - 70K
29459,50.000-70.000
29460,"€60,000-€70,000"
29461,60.000 € - 70.000 €
29462,70.000
29463,65000
29464,Negotiable 
29465,tba
29466,48.000-62.000
29467,75000-120000
29468,60-90.000
29469,tbd
29470,Negotiable
29471,50.000€
29472,>50000
29473,60.000-80.000
29474,67500
29475,"50,000-60,000"
29476,"40,000-50,000"
29477,60000-70000
29478,50.000 - 55.000
29479,negotiable
29480,50-90k
29481,"50,000-55,000"
29482,40.000 - 50.000
29483,"55,000 - 70,000"
29484,60.000 - 70.000
29485,40.000 - 60.000 EUR
29486,50.000-60.000
29487,60000
29488,Negotiable
29489,"68,000€ - 78,000€"
29490,60000-75000
29491,55000
29492,65k - 70k €
29493,Up to 90.000 EUR
29494,"50,000 - 65,000"
29495,55.00 - 65.000
29496,40.000 - 55.000
29497,"50-55,000€"
29498,75000-120000
29499,"65,000€ - 95,000€"
29500,tbd.
29501,48.000 - 96.000
29502,"70,000 - 75,000"
29503,60000
29504,60 - 75
29505,70000
29506,60000
29507,">62,000"
29508,60'000 €
29509,tbd
29510,35000-45000
29511,50000 - 80000
29512,65.000  - 70.000
29513,45.000-55.000
29514,36.000-48.000
29515,>60k
29516,40.000€ - 60.000€
29517,"70,000+"
29518,Verhandelbar
29519,65000
29520,60000+
29521,60000+
29522,65k
29523,60000-65000
29524,65 - 80k
29525,55000
29526,TBD
29527,to be discussed
29528,"65,000 € - 85,000€"
29529,"60,000 - 85,000"
29530,>75.000
29531,"60,000"
29532,>50K
29533,≈50000
29534,~70.000
29535,55-70k€
29536,60k - 90k
29537,75000-85000
29538,"EUR 60,000-70,000"
29539,50-55
29540,50.000
29541,50.000-60.000€
29542,70000-75000
29543,negotiable
29544,45000 - 60000
29545,50-80
29546,56000-70000
29547,70.000 - 75.000€
29548,60.000€ - 80.000€
29549,75000 - 87000
29550,40000-58000
29551,50.000€ - 70.000€
29552,40-45K
29553,75000
29554,75000+
29555,50000 - 80000
29556,"50,000 - 54,000€"
29557,80000
29558,30000-40000
29559,60.000 - 90.000
29560,59000
29561,45000
29562,"60,000 - 90,000"
29563,"50,000€-65,000€"
29564,"45,000-50,000"
29565,45000-75000
29566,70.000
29567,55000
29568,68.000-75.000
29569,"75,000"
29570,45000-52000€
29571,60000 - 70000
29572,"60,000-75,000"
29573,75000 euros
29574,negotiable.
29575,"75,000-95,000€"
29576,70.000 - 100.000€
29577,">€50,000"
29578,>65k
29579,"70,000 - 80,000"
29580, 50.000 - 75000
29581,"55,000.-  - ..."
29582,65000
29583,30000
29584,50.000 - 90.000
29585,70.000 - 75.000€
29586,65.000 - 75.000
29587,50000
29588,"75,000 - 80,000"
29589,"45,000€-70,000€"
29590,60.000  - 70.000
29591,"40,000-50,000€"
29592,negotiable
29593,"46,000€"
29594,65.000 EUR
29595,50.000 - 60.000 €
29596,50.000 - 90.000
29597,"45,000 - 50,000"
29598,40000 - 60000
29599,70.000€
29600,60.000-66.000
29601,€30-50k
29602,to be discussed
29603,50000 - 72000 
29604,"50,000€-65,000€"
29605,50.000-55.000€
29606,55000
29607,">75,000"
29608,60.000€ - 75.000€
29609,51000
29610,50 000 - 60 000
29611,40K-55K
29612,60.000 - 65.000 €
29613,negotiable
29614,48.000 - 72.000
29615,40000-50000
29616,>48.000€
29617,45000
29618,60000
29619,"50,000-55,000"
29620,65000-75000
29621,
29622,"50,000 - 70,000"
29623,80.000
29624,70.000€
29625,50-55k
29626,60.000€ - 80.000€
29627,k.A.
29628,60.000
29629,>75k
29630,"55,000€ - 75,000€"
29631,"65,000€ - 70,000€"
29632,50.000€ - 55.000€
29633,"80,000"
29634,45000 - 100000
29635,70000
29636,50000
29637,58000€ bis 65000€
29638,60000
29639,"50,000 - 55,000"
29640,65000-80000
29641,75000-120000
29642,"60,000€-70,000€"
29643,52000
29644,55.000
29645,60000-70000
29646,55000-65000
29647,50.000 € - 60.000€
29648,"€50,000"
29649,35-35k€
29650,negotiable
29651,50-55
29652,68000
29653,55.000€
29654,50000
29655,70000-110000
29656,85000-95000 €
29657,75000-120000
29658,76000€
29659,100000
29660,k.A.
29661,45.000 - 55.000
29662,75000-120000
29663,55K
29664,"60,000€ - 80,000€"
29665,65000
29666,6000-75000
29667,50-55K
29668,50000
29669,30.000
29670,45000
29671,50.000-69.000
29672,55.000-65.000 EUR
29673,50k to 60k
29674,0 - 55000€
29675,tbd.
29676,80000-85000
29677,50000
29678,50.000-60.000
29679,up to 75.000
29680,upto 85000
29681,80.000+
29682,55.000-75.000
29683,"73,000€-78,000€"
29684,60000
29685,€58.000 - €62.000
29686,65000€
29687,"40,000€ - 50,000€"
29688,70.000
29689,80000-110000
29690,55.000 - 60.000 EUR
29691,75-85K
29692,75000-120000
29693,to be discussed
29694,62 000
29695,50000 - 60000
29696,tbd.
29697,45.000-55.000
29698,70.000 - 80.000
29699,€90.000
29700,"65,000 - 80,000 EUR"
29701,60000
29702,85.000
29703,85.000
29704,50000-60000
29705,42.000-45.000
29706,"65,000k+"
29707,"65,000 - 70,000 €"
29708,40.000 - 55.000
29709,80000
29710,50.000
29711,"€75,000 - €100,000"
29712,65000-70000
29713,58.000 - 65.000
29714,55.000-60.000
29715,"50,000€-60,000€"
29716,60.000
29717,75000-120000
29718,80.400
29719,75.000-85.000
29720,60000 - 75000
29721,"55,000€ - 65,000€"
29722,tbd
29723,65.000€
29724,"55.000,- ..."
29725,50.-65.000
29726,55.000  - 65.000
29727,"40,000-60,000"
29728,55-65k
29729,50000 - 80000
29730,57.000 - 67.000
29731,60K-70K
29732,65.000-70.000
29733,"70,000€ - 75,000€"
29734,45-55K
29735,€80000
29736,40.000 - 60.000
29737,">70,000 EUR"
29738,to be discussed
29739," €65,000"
29740,"70,000 - 80,000"
29741,60.000
29742,60 000 - 80 000
29743,55000 - 70000
29744,">€100,000"
29745,75000
29746,49k - 55k
29747,65000
29748,48000
29749,80000 - 90000
29750,"55,000-85,000€"
29751,55.000 - 60.000
29752,42.000 - 60.000
29753,"50,000 - 60,000"
29754,75.000 - 85.000€
29755,58000
29756,negotiable
29757,50000
29758,55000
29759,>60.000 EUR
29760,45000
29761,70.000 €
29762,55-70k
29763,verhandelbar
29764,Open offer 
29765,up to 75.000€
29766,50.000 - ∞
29767,45000-50000
29768,"EUR 60,000-70,000"
29769,70.000 - 75.000
29770,60.000-65.000
29771,75000
29772,60.000 €
29773,68000
29774,60.000-95.000€
29775,55.000 - 70.000
29776,"65,000-85,000"
29777,62.000 €
29778,tbd
29779,60.000 - 70.000
29780,44.660 negotiable
29781,TBD
29782,40.000 - 43.000
29783,60.000€
29784,70000
29785,"40,000 to 70,000 EUR"
29786,58.000
29787,65000
29788,50.000 - 85.000
29789,50000
29790,50000-75000
29791,70.000-75.000
29792,50000
29793,70000 - 75000€
29794,75000-120000
29795,75000
29796,50.000€ - 65.000€
29797,"55,000€ - 60,000€"
29798,60.000 - 67.000
29799,50 - 65.000€
29800,50.000 - 60.000
29801,50.000 - 70.000
29802,"40,000€-65,000€"
29803,verhandelbar
29804,"45,000-50,000"
29805,65000 - 85000
29806,55000
29807,40-45k
29808,">67,000"
29809,80000
29810,60.000€ - 100.000€
29811,52000
29812,75.000
29813,60.000-75.000
29814,60.000 - 80.000
29815,"50,000 €"
29816,ca. 60.000€
29817,to be discussed
29818,50.000 - 85.000€
29819,"€75,000-€82,000"
29820,60000 Euro
29821,TBC
29822,60.000 - 80.000€
29823,65000-85000
29824,50.000 - 60. 000
29825,"€65,000 - €80,000"
29826,75000-120000
29827,tbd.
29828,50.000-65.000
29829,55.000-70.000
29830,tbd
29831,"55,000 - 60,000"
29832,40.000
29833,70000-95000
29834,"60,000-75,000"
29835,58.000
29836,"80,000-90,000"
29837,"£30-45,000"
29838,52.000€
29839,€75.000 - €90.000
29840,"up to €60.000,-"
29841,tbd
29842,TBD
29843,60-70k
29844,"30,000 - 60,000 €"
29845,50-65
29846,45000-65000
29847,"55,000 - 70,000€"
29848,40 000 - 60 000
29849,60.000€
29850,45.000 - 55.000
29851,">€68,000"
29852,60000-65000
29853,50000-55000
29854,
29855,"40,000-45,000"
29856,75.000-90.000
29857,55.000 - 70.000
29858,"70,000€ - 75,000€"
29859,50000
29860, 60.000-75.000
29861,"50,000-80,000"
29862,55-70k€
29863,"70,000-120,000"
29864,tbd
29865,Verhandelbar
29866,55.000
29867,65k
29868,50.000
29869,"40,000€ - 50,000€"
29870,"64,000 € - 74,000€"
29871,"65,000-75,000"
29872,47000
29873,45000-58000
29874,55.000-75.000
29875,52000-60000
29876,65.000-78.000
29877,70000-80000 EUR
29878,30.000-60.000
29879,"70,000-80,0000"
29880,90.000 >
29881,50.000-65.000
29882,upto 85000
29883,50-60k
29884,60000
29885,65.000 - 75.000 €
29886,55.000-75.000
29887,50000 - 60000
29888,40 000 - 50 000
29889,80.000 - 85.000€
29890,75000-120000
29891,65.000
29892,"50,000 - 68,000"
29893,72000 - 78000
29894,50.000 - 55.000€
29895,70.000
29896,66.500
29897,"60,000-75,000"
29898,38000
29899,48.000
29900,50.000-60.000
29901,"65,000 - 75,000€"
29902,50.000-75.000
29903,from €60.000
29904,60-70.000
29905,60.000€ - 65.000€
29906,65.000-80.000
29907,90.000
29908,60-70.000€
29909,50000€ - 65000€
29910,Verhandlungsbasis
29911,40k €
